,,,,,,,,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),Blank#1_Seg1Ev2,Blank#2_Seg1Ev2,Blank#3_Seg1Ev2,Blank#4_Seg1Ev2,Blank#5_Seg1Ev2,Blank#6_Seg1Ev2,Blank#7_Seg1Ev2,Blank#8_Seg1Ev2,Blank#9_Seg1Ev2,Blank#10_Seg1Ev2,Blank#11_Seg1Ev2,cR8#1_Seg1Ev2,cR8m#1_Seg1Ev2,cR8w#1_Seg1Ev2,cR15#1_Seg1Ev2,cR15m#1_Seg1Ev2,cR15w#1_Seg1Ev2,cR26#1_Seg1Ev2,cR26m#1_Seg1Ev2,cR26w#1_Seg1Ev2,cR27#1_Seg1Ev2,cR27m#1_Seg1Ev2,cR27w#1_Seg1Ev2,cR36-2#1_Seg1Ev2,cR36-2m#1_Seg1Ev2,cR36-2w#1_Seg1Ev2,cR41m#1_Seg1Ev2,cR41w#1_Seg1Ev2,cR44#1_Seg1Ev2,cR44m#1_Seg1Ev2,cR44w#1_Seg1Ev2,cR59#1_Seg1Ev2,cR59m#1_Seg1Ev2,cR59w#1_Seg1Ev2,cR72#1_Seg1Ev2,cR72m#1_Seg1Ev2,cR72w#1_Seg1Ev2
6.83_471.1526m/z,471.1526269341,1,6.8266666667,0,0,0,0,0,0,0,0,0,0,0,337699.157703313,100982.812347413,389022.018074636,0,0,0,0,9622.2287597652,0,717.5935698255,0,0,0,0,889.8144226075,0,0,0,0,0,5228.4227634163,0,4010.8871459963,0,0,0
10.99_393.1946m/z,393.1946000481,1,10.9866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219.9787597656,1196.9704589846,366.149017334,0,0,0,0,0,0,243786.16872755,0,0,0,0,21783.4152832031,0,0,60679.9268336945,2427.6892395021,0
5.15_365.1830m/z,365.1829733534,1,5.1466666667,0,0,0,0,0,0,0,0,0,0,0,294201.995379119,127578.019836427,239011.933840651,0,0,0,0,0,0,0,852.4422395693,0,0,0,0,0,0,0,483.9723401749,0,14750.1446596762,0,3794.7101440431,0,1700.7612691833,0
4.16_485.1712m/z,485.1711566497,1,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585.4404296876,20473.9086303717,260.8530982405,0,0,0,0,0,0,0,0,211556.738175175,52573.0974121095,233824.287020668,0,0,993.9914550783,1675.3051452635,0,0
6.19_387.1516m/z,387.1515923096,1,6.1866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.1324015689,0,0,698.1296691895,0,2948.8488769527,0,1689.9513244631,0,0,0,86561.8822631849,62807.5779724129,118824.340236446
13.07_377.2755m/z,377.275451495,1,13.0666666667,7202014.61843196,1487984.69382913,11450034.5044496,1620657.10006408,1765264.44714603,1589743.01720462,1709551.69828159,1890931.30678148,1707344.56086568,1665852.69614679,1872499.78738633,1067219.21292309,1600041.85703601,1960337.3960741,153190.814502798,626844.523101475,1941408.3883661,1507853.00153446,2864212.50234163,1848576.92770143,1623587.97186985,1755171.347511,1761555.31891514,1326469.76291292,1874424.95289974,1748300.93142788,903478.067028535,1727105.70624275,1210669.2987856,1695525.84715679,1806488.77280107,1187979.17568186,1425264.44913355,1845033.24932844,975789.617695171,1479165.09042403,1796021.90545531
4.03_258.9915m/z,258.9915096081,1,4.0266666667,0,0,0,0,0,0,0,0,0,0,0,541.5931011911,0,0,0,0,0,0,0,610.1340815941,170041.004542979,110452.30771637,162273.508821407,0,0,285.2196725193,0,0,1437.0447082522,0,1096.3250732422,0,0,0,0,0,0
1.01_453.1012m/z,453.1011646366,1,1.0133333333,0,0,0,690.3027113319,0,1330.1749609926,0,0,0,0,0,927.5665883577,6971.1774597166,0,845.7682495116,242285.399731744,1560.9240722651,0,7003.0268554681,0,0,533.2428588866,0,0,0,0,54582.2689514166,5903.210929441,0,0,0,5874.2689164283,3059.7594604499,0,0,9683.0075378427,0
6.97_535.1034m/z,535.1034415797,1,6.9733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.8916458405,0,0,0,0,0,463105.868678837,438060.61657714,153722.174764077,0,0,0,0,0,370.0509429366,0,384.4137100945,0,0,0,2648.6123257191,0,663.5656583072
7.04_479.1036m/z,479.1035855246,1,7.04,2347.4770787025,675.4522868563,368.0119317775,216.8241586612,0,0,0,0,0,0,0,0,0,1166.2434526481,757.8361271841,1634.7390787278,0,0,0,0,1215.1588606187,1256.7239138914,1329.4473796098,2556014.81406979,262943.438306838,0,6712.7077178815,0,0,8723.4509277353,0,15712.5420179755,0,15577.7133794327,13208.9821697299,19533.0364990248,7793.2057952885
18.35_384.9336m/z,384.933637417,1,18.3466666667,28105.5174631095,13306.9517429075,897.4874877931,0,0,0,0,0,0,0,0,0,0,934.8494262695,0,0,0,0,0,0,0,0,0,0,0,0,0,824.3588562012,0,0,0,0,0,0,0,0,0
0.23_336.8611m/z,336.8610536832,1,0.2266666667,11201.6032939074,8050.7708740229,0,23870.6376782985,20177.9236755362,16923.9122002679,28141.6755842314,40764.5945289697,36693.1243894568,34772.1287682247,37610.049203785,18674.0371392477,38175.5056688591,23146.3670349125,14668.7796736572,41501.3387661135,31912.00454723,22499.3043414039,31385.0238071305,32109.273544394,20514.8162352172,35997.836284507,20017.0473108793,26688.6576423391,39259.5318696368,17416.8129202393,43955.2982926738,21128.624253625,15768.3264237381,36742.0652364784,22687.7879457625,22165.329084055,41178.9622065401,26798.7759493826,14031.2137145995,40733.1033461971,27347.5202465174
11.33_295.2302m/z,295.230236185,1,11.3333333333,6882.948395348,794.4698284904,4665.344868113,0,0,0,0,0,0,0,0,3360.8567847641,1357.5638580323,0,1046.6070251467,23246.8728332519,0,0,1654.8541870114,0,0,0,0,982707.621902643,134868.604666093,31064.373413089,0,0,93560.537734556,59549.5620029464,3729.5828247077,1717.5010375974,0,0,238310.318458661,147683.861239598,749.333251953
4.85_581.1590m/z,581.158985909,1,4.8533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22079.4004211397,8758.3749241844,12373.7996123742,0,0,41423.7876028906,19741.4861924568,58071.2803888366,0,0,0,0,0,0
13.13_505.3370m/z,505.3369970806,1,13.1333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32816.0783048182,0,0,0,0,0,0,0,0,82469.5767450842,36405.9763183586,0,0,0,293698.932064894,28722.7197976226,0,0,0,0,224529.805705882,28894.0154113757,0
5.48_441.1956m/z,441.1956252521,1,5.48,0,0,0,0,0,0,0,0,0,0,0,34551.6566061592,40073.4388427718,45457.7366333034,0,0,0,0,0,0,0,0,0,8704.0093536374,36952.4611206065,17196.4828610942,0,0,5778.5678710933,0,0,0,0,0,0,0,0
6.49_617.1825m/z,617.1824754621,1,6.4933333333,0,0,0,0,0,0,0,0,0,0,0,43530.0097656266,125939.443237311,66976.880859381,2738.1767350218,0,0,0,0,0,64607.4590454171,43478.8037719709,55392.0339156371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.17_833.5354m/z,833.5354295201,1,19.1733333333,0,0,0,0,0,0,0,0,0,0,0,20425.0081116219,0,0,0,0,0,0,31862.5924072254,0,0,0,0,0,14216.9014781018,0,2560.4173278809,0,0,0,0,94302.5739590496,34001.3512573238,0,83840.9664374119,0,0
6.16_347.1315m/z,347.1314780279,1,6.16,0,0,0,0,0,0,0,0,0,0,0,159510.809295647,97152.4580688509,165826.996696629,8461.7788085934,6367.8242034914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91533.0957794159,98677.4710082977,0,0,0,0
2.11_450.0590m/z,450.0590205804,1,2.1066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,7527.2750854488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156031.361340109,434390.470231824,575230.646768508,0,0,0,131291.936600822,92047.7279193768,121149.882019046
1.35_391.0327m/z,391.0326799022,1,1.3466666667,0,0,0,0,0,0,0,0,0,0,0,1443.1625371388,0,0,0,4465.8334309334,51398.3155630531,0,0,14678.967193604,0,0,0,0,0,12361.6013031005,0,0,0,0,35873.9874199987,0,0,0,0,0,23315.7863335934
10.35_581.3062m/z,581.3062416357,1,10.3466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6060.3665771477,13839.4154663062,0,0,0,0,0,0,0,143526.846080768,29687.4196166997,0,0,0,60206.3706444467,0,0,0,0,0,240367.896512084,9106.2893218996,0
7.65_269.0588m/z,269.0587569341,1,7.6533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27444.7211148622,26754.6533007013,0,0,0,0,0,0,0,0,0,0,62517.3455585445,24243.5252380367,7317.7323913574,0,1839.6166992188,0,0,0,0,0,0
1.33_372.1071m/z,372.1070979319,1,1.3333333333,0,0,0,0,0,0,0,0,0,0,0,188445.657163102,0,0,9409.4300268093,0,0,7569.593566895,0,0,22411.6971740704,0,0,0,0,0,0,0,21049.8553267522,0,0,0,0,0,3341.4631347656,0,0
1.21_643.1759m/z,643.175871166,1,1.2133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840.2893676755,11703.882598878,17050.535644532,0,35385.4492588975,0,0,0,0,0,0,5160.0965576172,27111.2969034863,0,0,0,0,0,0,0,0,2643.8779296876
4.12_214.0059m/z,214.0058856684,1,4.12,0,0,0,0,0,0,0,0,0,0,0,1232.1998369994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38656.5183105472,32489.3376464834,59499.4005737296,0,0,0,54499.6760700431,51379.7919921891,71425.7718291341
4.93_589.1868m/z,589.1868417225,1,4.9333333333,0,0,0,0,0,0,0,0,0,0,0,91643.1606750455,42993.9831614384,67975.037433414,0,0,0,0,0,0,0,0,0,0,10223.4122314445,3226.3290405284,0,0,0,0,0,0,0,0,0,3730.8301968128,12635.5997862826
1.08_648.2059m/z,648.2059075631,1,1.08,0,0,0,0,0,0,0,0,0,0,0,1889.4860229488,0,0,0,0,0,0,0,0,0,0,0,3503.946472168,0,0,0,0,40708.3493355822,16970.7493286112,1128.4213867187,0,0,0,12190.1646099317,9586.397578097,0
16.61_570.5167m/z,570.5167180147,1,16.6133333333,0,0,0,0,0,0,0,0,0,0,0,18617.6300999967,0,0,2940.5634171922,0,0,0,0,0,0,0,0,1431.5850219728,0,0,0,0,65715.4914036435,5130.8587347996,0,0,0,0,16827.5184936526,0,0
5.28_551.1666m/z,551.1665987579,1,5.28,0,0,0,0,0,0,0,0,0,0,0,7275.5018874261,0,0,0,0,0,0,15730.2574931405,0,0,0,0,0,0,0,0,0,3110.3614163616,0,1788.2855224612,0,0,0,60385.4820366007,52118.4704021151,14196.9956054704
2.04_497.1107m/z,497.1107059783,1,2.04,0,0,0,0,0,0,0,0,0,0,0,18958.8516845707,13786.1215343598,1479.7527465818,0,1142.8253173829,0,0,0,0,0,0,0,0,0,0,31248.0378417998,23850.1615117238,0,0,0,0,0,0,0,0,0
4.35_705.1800m/z,705.1800220537,1,4.3466666667,0,0,0,0,0,0,0,0,0,0,0,107410.458924298,43958.9860229461,143342.826684918,1509.1300048833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33129.3736106351,32910.3380126931,0,0,8788.5359091782,0
7.89_345.1694m/z,345.1693712297,1,7.8933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39303.5070800796,17493.0881042498,0,0,0,0,60368.3169555663,31787.4939575202,29549.5976693303,0,0,0,0,0,11623.4104919443,0,781.1034240723,0,0,0,0,0,0
3.61_423.1494m/z,423.1493928346,1,3.6133333333,0,0,0,0,0,0,0,0,0,0,0,81214.9464566282,37711.368965704,68804.3377685508,42434.946782786,14307.558837892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5517.0128784175,1265.0971069335,0
5.41_243.0257m/z,243.0256882363,1,5.4133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3420756894,0,140.8334664773,0,0,0,0,0,475.062866211,963.0620117187,1031.8633422851,0,0,0,429772.625056319,295424.231377937,376086.583527307
3.87_331.0795m/z,331.0795103542,1,3.8666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60595.6333383643,45547.421023979,8909.6656188967,0,0,0,5125.9324021253,0,0,0,0,0,0,0,0,0,0,0,0,0,5790.5741447841,0,1102.8966674805
1.33_260.0328m/z,260.0327900485,1,1.3333333333,0,0,0,0,0,0,0,0,0,0,0,6617.3636215374,0,0,1096.9121704098,0,0,713.9143981933,0,0,2390.1189270017,0,0,0,0,0,0,0,29792.6936311606,0,0,0,0,0,9610.3691711425,0,0
6.47_517.1966m/z,517.1965550527,1,6.4666666667,0,0,0,0,0,0,0,0,0,0,0,34047.2136840851,20243.1584738914,23567.3004150376,16790.0062103295,78075.1577869654,49901.6010742144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850.4785766598,0,0,0,0,0
5.28_587.1985m/z,587.1985278977,1,5.28,0,0,0,0,0,0,0,0,0,0,0,2618.7913208011,2212.9307861331,4164.6280212401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43870.763580326,50189.7742917186,0,0,0,0,0,7145.5005088986
10.24_520.2728m/z,520.2728323979,1,10.24,0,0,0,0,0,0,0,0,0,0,0,909.6470719317,0,0,0,0,0,0,0,0,11283.1983422272,7419.9231165899,0,1207.9648437502,25196.6171187711,0,0,0,0,0,0,0,0,0,23016.2907714891,2343.5195312507,0
11.12_561.3321m/z,561.3320613653,1,11.12,0,0,0,0,0,0,0,0,0,0,0,56090.048889154,1321.8076171874,0,0,0,0,0,0,0,0,0,0,29187.9650566802,6392.1781258609,0,0,0,0,0,0,3081.4193115244,1245.3958129887,0,13209.2760620115,0,0
6.71_277.0451m/z,277.0451382635,1,6.7066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5235.8880920406,6175.9444274904,1508.6331176761,0,0,0,0,0,0,0,0,4489.7385559088,13531.1967773438,10771.7557946907,155295.662416895,0,0
1.57_737.2451m/z,737.245138613,1,1.5733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137103.471196187,182879.968629135,160153.759089398,0,0,0,0,0,0,0,0,133764.144666635,172154.350902884,155230.431772552,0,0,1154.0166015624
4.83_563.1743m/z,563.1743025662,1,4.8266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288.9032592773,8988.1567236949,13280.2115805088,27311.6770019529,43839.3670563958,0,0,0,0,0,0,1618.4718017576,0,0
6.35_283.0956m/z,283.0955601139,1,6.3466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63225.7667512283,34206.82574463,7938.9814758298,0,0,1004.8936871984,0,0,0,0,0,0,24032.4601592989,28044.0211791994,0,0,0,0,0,0,0,0,0
5.53_737.2086m/z,737.2086199121,1,5.5333333333,0,0,0,0,0,0,0,0,0,0,0,65531.836567926,69519.1358278032,50973.9239428688,0,2748.591824468,0,0,0,0,0,0,0,0,0,0,580939.729544963,795156.17579261,0,0,0,0,0,0,0,0,0
1.13_703.2132m/z,703.2132094382,1,1.1333333333,0,0,0,0,0,0,0,0,0,0,0,133665.292221287,0,18038.913970951,0,0,0,0,0,0,7287.2903908517,0,0,114994.453563454,0,0,0,0,29214.6310424786,0,1979.470239641,3964.6809082035,0,0,0,0,0
4.65_278.0699m/z,278.0698822176,1,4.6533333333,0,0,0,0,0,0,0,0,0,0,0,4926.6908874512,5529.1114196777,15603.3426102484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6104.2166137697,0,910.2914733886,0,0,0,133358.537942234,24271.8936462379,0
1.36_711.2277m/z,711.2276565757,1,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41340.9624867911,73112.6593618634,0,1219.0053710933,0,0,0,0,0,0,1782.2053222655,7752.7824707025,24756.9505004859,0,0,0
10.57_483.2762m/z,483.2761641626,1,10.5733333333,0,0,0,0,0,0,0,0,0,0,0,107183.50793186,0,0,0,0,0,0,0,0,0,0,0,160103.927274681,31948.540732107,0,0,0,3326.5786132811,0,0,4759.8574523931,0,0,35514.9050903336,0,0
11.24_579.3438m/z,579.3438088012,1,11.24,0,0,0,0,0,0,0,0,0,0,0,223828.172004417,51660.7821911203,0,13548.4595947258,707.7519226072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13451.5779265971,0,0,50866.6461206382,14194.3457641634,0
5.36_393.0972m/z,393.0971530181,1,5.36,0,0,0,0,0,0,0,0,0,0,0,5716.3719599006,3219.439788818,9775.0180053709,0,0,0,1641.9112034651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938.8276672363,1138.08493042,66965.2838745098
6.79_515.2340m/z,515.2339731785,1,6.7866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1111.4477834992,0,0,0,0,0,0,1158.4098731555,10078.2282649185,3171.5688858714,0,0,0,15625.6888427725,38525.3027343791,0,0,0,0,0,0,0,0,0
2.12_359.0964m/z,359.0964430031,1,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6311.7522432921,1122.9704589842,0,0,1156.8146543925,0,0,0,0,0,1237.2062072757,0,12914.7503662112,0,0,0,0,0,0,0,15330.2646103452,47573.6714477544
19.55_396.8018m/z,396.8018323146,1,19.5466666667,66209.4269398003,98779.5631561679,108453.301317839,100046.521312565,114853.414104643,121244.082955113,116668.150589695,104907.974231493,107458.902245617,110762.215777606,107538.788668176,100054.888862709,113987.809251412,89812.1112515462,103448.314837517,95917.2026119273,109995.347172748,103633.48511283,108247.283842594,96593.4580012889,122295.337192612,101454.210475002,89584.2270162622,101099.355712241,112846.883413627,110932.688693817,97504.0811339302,114217.606279954,103468.065254415,108604.473192259,109922.592657175,104017.573941391,103945.733536857,95590.6530289227,104253.090177154,102280.552135096,93526.6395826905
4.96_308.0808m/z,308.0808459655,1,4.96,0,0,0,0,0,0,0,0,0,0,0,3318.5885925295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46025.6725753093,1441.1653442381,8141.3169555664,1123.5724487305,0,0,53789.3357421604,2912.6107788088,0
6.29_377.1830m/z,377.1830434506,1,6.2933333333,0,0,0,0,0,0,0,0,0,0,0,86885.6135177382,59566.3032591419,107597.195782095,19585.2700348872,11754.7791137701,4484.597167969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.1906433105
6.48_553.1788m/z,553.1787549379,1,6.48,0,0,0,0,0,0,0,0,0,0,0,29594.5287254603,59862.4164428689,63892.7391967734,0,0,0,0,0,0,1635.6052201321,0,0,0,0,0,2122.9215698247,2624.148925781,0,0,0,0,0,0,0,0,0
10.77_649.3568m/z,649.3567539646,1,10.7733333333,0,0,0,0,0,0,0,0,0,0,0,175660.713927273,36970.4950706981,0,27215.1710815417,31878.6900634798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3704.1921386713,0,0,5042.5338885328,1193.1978149411,0
0.27_472.8342m/z,472.8341726811,1,0.2666666667,1727.6007080078,1930.6646118166,0,23524.3352050784,12119.8242797869,4796.7217296976,17284.9959397311,14630.6447143568,19839.670274156,21608.5187884724,23126.3579711914,7046.815368652,22728.3889770522,9241.8606262202,7145.3434753421,28511.5513149486,17369.4936085617,8429.0214947988,20132.7705761134,18302.0524597179,8657.6240234377,12232.5221852664,10407.4128806472,9870.4699514842,20594.8356245456,11219.6918640136,20108.7628173825,6689.1314086914,7656.4791564941,18472.4796787982,8180.7293660023,5766.5759516261,25176.1715393068,9995.0577032202,8513.4280026918,23553.8838195796,6461.3648376468
4.76_576.1360m/z,576.1359733966,1,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151382.906724692,148531.705173199,38683.666578895,0,0,0,18142.8757324224,19827.1440429657,20919.2151048627,0,0,0,0,0,0,0,0,0,0,0,0,0,628.7089843751
4.41_356.0520m/z,356.0519780921,1,4.4133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72015.5790715124,87723.0613691609,100661.126892094,0,1483.3044916037,0,0,0,0,0,0,0,0,0,14326.4980468759,2043.2243654757,3949.8246990334
8.33_575.2743m/z,575.2742832976,1,8.3333333333,0,0,0,0,0,0,0,0,0,0,0,225112.537465218,88108.8223284109,139385.532495763,11599.8867497797,21068.8888854982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590.0225494624,3053.7161478066,0,0,0,0
5.28_503.1292m/z,503.1292369107,1,5.28,0,0,0,0,0,0,0,0,0,0,0,0,1667.7858276367,3556.4400939936,0,0,0,0,0,0,0,0,0,0,11438.4328255234,0,0,0,0,45483.0900914175,40486.7067715968,0,0,0,638.1881713866,0,1126.2859399857
5.41_421.0842m/z,421.0841596221,1,5.4133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246933.752245894,240825.945389252,36965.4296363354,0,0,0,0,0,0,0,0,0,0,0,856.8803710938,0,0,0,0,0,106554.530334469,109433.948257294,212330.947789564
5.27_517.2294m/z,517.2294136854,1,5.2666666667,0,0,0,0,0,0,0,0,0,0,0,3605.3782653805,0,2874.0592781827,0,0,0,0,0,0,0,9769.3288651022,3604.9890895315,0,0,0,157939.295166012,162690.747801962,0,0,0,0,0,0,0,0,0
6.88_359.1385m/z,359.1385445007,1,6.88,0,0,0,0,0,0,0,0,0,0,0,29112.2377929694,21926.5641479509,28066.2820434548,4084.1553280799,8254.2876871392,0,0,0,0,0,0,0,890.3019866942,534.4184570313,0,0,0,0,0,0,0,0,0,0,0,0
10.43_677.3775m/z,677.3774985634,1,10.4266666667,0,0,0,0,0,0,0,0,0,0,0,21418.4618573303,0,0,854.9454345703,38491.3755900993,0,0,0,0,0,0,0,44648.8530883823,0,0,1515.7160588531,0,0,0,0,0,0,0,2692.603393554,0,0
8.00_591.2726m/z,591.2726209278,1,8,0,0,0,0,0,0,0,0,0,0,0,281677.003234873,141093.709014897,248892.208147446,13835.7381680609,22223.0775524938,0,3247.6835833978,0,0,0,0,0,0,0,0,0,0,0,0,0,2307.6277770992,0,0,0,0,0
0.96_239.0822m/z,239.0821649519,1,0.96,0,0,0,0,0,0,0,0,0,0,0,1109.4744110107,0,0,1056.521314837,0,168.2557634914,629.4989318849,0,0,0,0,0,0,0,0,12381.0611482646,11838.709960938,0,0,0,0,0,0,0,0,0
6.75_263.0951m/z,263.0951167185,1,6.7466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136312.561721922,66259.3930969228,127220.467869038,2299.8155212403,0,0,7508.577514647,3256.96635437,1088.213256836
13.04_565.3896m/z,565.3895850457,1,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210452.623288665,1530.6619873047,0,1565.8873901368,4483.8671264651,0,0,0,0,151770.85836042,42486.9287719654,0,0,0,0,0,0,0,0,0,6762.8168640146,0,0
5.27_727.2558m/z,727.2557879305,1,5.2666666667,0,0,0,0,0,0,0,0,0,0,0,132852.392479656,63895.2499589723,80384.7282679311,0,0,0,0,0,0,0,0,0,1175.0155944822,0,0,5374.2911376947,1601.3784790041,0,0,0,0,0,0,0,0,0
6.89_563.2057m/z,563.2056559599,1,6.8933333333,0,0,0,0,0,0,0,0,0,0,0,92202.6890463552,60570.8670043913,118838.501369357,1152.1576619622,0,0,0,0,0,0,0,0,0,0,0,29135.3951375974,11303.4162961292,0,0,0,0,0,0,0,0,0
4.76_435.0933m/z,435.0932914376,1,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14750.9776916502,0,0,0,0,0,1036.9007873535,0,0,0,0,0,0,0,0,0,0,2499.5602416991,0,1045.0035705567,2414.9504394535,23520.0408136148,124281.895629884
4.36_471.1739m/z,471.1738951369,1,4.36,0,0,0,0,0,0,0,0,0,0,0,110393.440582255,35507.2802194426,78457.8375216403,0,0,0,0,0,0,0,0,0,0,0,0,5008.8335912338,3052.1952530703,0,0,0,0,0,0,0,0,784.3472595217
19.56_376.8483m/z,376.8482531684,1,19.56,39064.0683963282,53472.7219448508,65802.5628337605,54123.7642583033,79287.099174086,67470.365461202,76345.2112642704,75897.7454758196,71284.1780234851,74048.4097426486,76794.237295525,65706.315432044,80771.3474701154,71124.181909917,65505.020076127,60493.1097972875,71490.9682410913,57613.7179508373,59007.82640874,65296.2335032854,61931.3378565305,65427.5974334926,65083.2982552626,69083.1627303195,75569.9739779092,83341.4219782047,69949.9906563918,70706.6645035434,66687.6846147322,66002.518220799,75097.2489133217,69528.8313611799,66611.3410683847,69881.1734969287,65177.3865194877,67980.508721035,56801.8770109073
5.65_470.1689m/z,470.1688745243,1,5.6533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835.0760945495,0,3138.1740722662,0,0,0,0,0,133279.932006835,186503.310852051,0,0,0,0,42186.26406214,8550.0500183117,1089.3004760743
10.60_353.1413m/z,353.141255759,1,10.6,0,0,0,0,0,0,0,0,0,0,0,0,1180.7687377929,0,0,0,0,0,0,0,0,0,0,0,2727.3372135832,0,91585.9761382062,2873.7587585449,0,1185.7537105695,0,0,0,0,0,1201.5685424803,0
6.68_561.1652m/z,561.1651526791,1,6.68,0,0,0,0,0,0,0,0,0,0,0,2837.4291683796,0,3890.5795233781,0,0,0,0,0,0,0,0,0,0,0,0,198329.950251706,273528.032059116,0,0,0,21552.3683945401,0,0,0,0,1249.4747924805
1.00_191.4905m/z,191.4904692928,1,1,0,0,0,0,0,0,0,0,0,0,0,4040.5697916693,0,1367.3880177336,73642.4139080021,23524.3636474602,19120.2196044929,0,0,517.4284622435,0,0,720.6433410644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.08_458.1452m/z,458.1451656987,1,4.08,0,0,0,0,0,0,0,0,0,0,0,11605.488887172,1084.4343872068,23153.7567185961,0,0,0,276167.110464258,291069.277045923,0,0,0,0,0,0,0,0,0,1075.3468322753,0,9600.7372087449,0,0,0,0,0,0
7.03_561.2218m/z,561.221782718,1,7.0266666667,0,0,0,0,0,0,0,0,0,0,0,87231.3997192389,33459.2598673027,58743.879735596,0,0,0,0,0,0,0,345.1187874426,0,0,0,0,0,0,7808.2229999662,0,0,2273.3320079043,0,0,0,0,1172.5705335047
8.23_309.0801m/z,309.0801380826,1,8.2266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,713.4859619141,4985.4645803745,813.9496765138,0,0,0,0,0,0,0,0,0,0,0,0,29136.8458314058,236571.084442154,1220.217529297,0,0,0,3795.7595825197,0,0
9.35_437.1616m/z,437.161628063,1,9.3466666667,0,0,0,0,0,0,0,0,0,0,0,27204.7334753596,2072.9809830586,4153.4392531945,0,0,0,0,0,1001.1085205076,0,0,0,0,0,0,313739.740123434,3019.82902496,0,0,0,0,0,0,0,0,0
18.23_725.5207m/z,725.520701757,1,18.2266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23092.4436492897,0,0,3895671.80492811,0,1053.0081787108,0,0,0,121185.496920404,0,0,0,0,376764.919818459,0,0,0,0,0,3770964.48759452,0,0
3.95_425.0803m/z,425.0802908674,1,3.9466666667,0,0,0,0,0,0,0,0,0,0,0,889.9341466619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9799.4930376096,0,20487.1469334546,730.2022705078,0,0,426650.986816828,238680.498229987,23519.1417959178
8.71_525.1817m/z,525.1816820512,1,8.7066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4581.4351501402,4521.014096047,0,0,0,0,0,0,0,0,0,0,0,0,825709.948728714,119544.161376952,0,2730.9487847125,1093.3250472558,970.5316719194,0,0,0
