,,,,,,,,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),Blank#1_Seg1Ev1,Blank#2_Seg1Ev1,Blank#3_Seg1Ev1,Blank#4_Seg1Ev1,Blank#5_Seg1Ev1,Blank#6_Seg1Ev1,Blank#7_Seg1Ev1,Blank#8_Seg1Ev1,Blank#9_Seg1Ev1,Blank#10_Seg1Ev1,Blank#11_Seg1Ev1,cR8#1_Seg1Ev1,cR8m#1_Seg1Ev1,cR8w#1_Seg1Ev1,cR15#1_Seg1Ev1,cR15m#1_Seg1Ev1,cR15w#1_Seg1Ev1,cR26#1_Seg1Ev1,cR26m#1_Seg1Ev1,cR26w#1_Seg1Ev1,cR27#1_Seg1Ev1,cR27m#1_Seg1Ev1,cR27w#1_Seg1Ev1,cR36-2#1_Seg1Ev1,cR36-2m#1_Seg1Ev1,cR36-2w#1_Seg1Ev1,cR41m#1_Seg1Ev1,cR41w#1_Seg1Ev1,cR44#1_Seg1Ev1,cR44m#1_Seg1Ev1,cR44w#1_Seg1Ev1,cR59#1_Seg1Ev1,cR59m#1_Seg1Ev1,cR59w#1_Seg1Ev1,cR72#1_Seg1Ev1,cR72m#1_Seg1Ev1,cR72w#1_Seg1Ev1
1.09_443.1245m/z,443.1244958,1,1.093333333,0,0,0,0,0,0,0,0,0,0,0,3993.707291,15671.51059,7382.9758,2953.121674,2130.887867,19687.13303,38414.36639,26614.63923,81146.40762,9382.689484,1260.987518,5339.223877,24336.92664,823.9975586,14135.6572,9344.204437,36549.552,52334.18021,54051.66084,53996.70007,13731.83646,2259.256378,4520.049408,41595.59111,18783.81691,66199.44717
3.69_328.1388m/z,328.1387752,1,3.693333333,0,0,0,0,0,0,0,0,0,0,0,251780.7696,134600.5028,365318.092,954853.5978,1010430.004,440650.636,2479.647095,1240.640046,25513.48903,1332359.838,1594030.852,2062965.723,5213.307187,3446.002304,18086.48707,157722.6215,286181.8301,38136.77373,16361.78238,60347.75653,481468.2774,304727.2829,893565.8087,698651.3232,605760.5614,885831.5792
1.07_248.1096m/z,248.109566,1,1.066666667,0,0,0,0,0,0,0,0,0,0,0,735476.8532,494885.7724,785473.5569,601260.763,596150.6357,538715.3279,7483.557449,19149.40211,89057.3041,42581.59691,48090.46579,77899.92974,19101.60358,7221.276917,55415.86701,120851.579,192102.1607,53632.18242,66285.41289,157022.4828,51420.86037,47780.69658,56870.31501,486104.8088,514263.5578,605185.1757
2.35_276.1433m/z,276.1433348,1,2.346666667,0,0,0,0,0,0,0,0,0,0,0,885781.6196,323710.1155,945264.7177,1910431.374,2383837.442,970521.0617,5466.702545,9487.780973,41294.70244,2480983.347,3329429.185,6132344.134,1538.796967,3280.263397,17249.80207,464357.0735,636225.0557,49342.64801,40176.10453,107203.2569,311099.9099,182522.0259,792979.5462,3827656.441,3444097.535,4898780.86
1.05_162.0842m/z,162.0842319,1,1.053333333,0,539.1629693,0,0,0,0,0,0,0,0,0,3689.146659,6011.710861,7409.927301,8173.646702,9652.497971,10824.66351,1104.439459,4474.441292,2094.842743,2503.681198,5900.450192,3232.510255,5235.657196,11798.60358,9010.003294,5918.318236,5258.206167,6492.5623,8964.683878,14361.72066,2400.552733,7498.709789,6315.518753,5514.713341,7832.606161,6070.840613
1.19_236.1420m/z,236.1420372,1,1.186666667,0,0,0,0,0,0,0,0,0,0,0,188955.2261,29546.59947,32952.6305,215846.8034,91441.49954,112570.4923,45467.50867,4604.714066,7895.092773,144829.1569,17987.87865,8925.799805,364375.525,356869.8308,618668.2544,33858.9843,51938.86369,65863.70669,36155.19009,112681.9679,122920.3354,5912.989212,1716.980972,317584.5135,133242.63,286483.2079
1.19_203.1387m/z,203.1386558,1,1.186666667,0,0,0,0,0,0,0,0,0,0,0,45433.21723,12161.41482,31222.933,5154.370911,6347.36232,2727.768449,7576.923416,6722.795704,26845.03803,167240.4326,18799.58214,31207.61128,15690.3896,21730.86991,42181.37111,67367.17587,97871.0804,9880.092654,6116.169815,17567.13001,74475.43542,10228.77061,33679.51273,73701.23236,34554.50458,66449.21443
0.88_110.0106m/z,110.010566,1,0.88,0,0,0,0,0,0,0,0,0,0,0,35276.59548,22185.51893,61627.91357,49512.25567,65132.12553,46163.61967,27051.8827,17879.13622,62683.94499,78172.73251,82695.77749,72928.51344,44776.97027,28243.53081,57293.92607,95173.3042,94675.58676,33127.2643,30416.15656,36945.31863,50233.11843,52026.54673,63423.69366,63973.99222,72557.44955,66347.36945
0.88_167.0079m/z,167.007945,1,0.88,0,0,0,0,0,0,0,0,0,0,0,4862.121133,3476.92953,9222.344569,7276.399963,12615.08753,35294.94715,1176.780816,624.7904258,17393.06222,2283.664682,4659.300747,10490.09307,7832.521654,2064.402893,16541.42275,4764.123337,13709.92624,27332.29327,17184.61533,53115.81978,5477.636294,1564.897827,8871.599721,12650.17004,6440.310881,19303.56822
1.31_130.0735m/z,130.0735452,1,1.306666667,0,0,0,0,0,0,0,0,0,0,0,366735.5538,263408.2638,363208.0368,181580.7913,190244.5129,98178.60988,50445.97387,26247.66893,33162.70701,275296.9522,350171.9954,344505.2751,109952.0931,43996.1766,64359.80233,234829.2967,247284.1087,77151.10327,84237.40302,97518.7995,279261.3722,139747.3319,298936.2498,137979.7305,69315.60145,95089.48314
4.24_188.0701m/z,188.0701202,1,4.24,0,0,0,0,0,0,0,0,0,0,0,83320.42935,50684.07472,114581.2741,297141.6301,303714.7424,140884.3341,266731.4553,261741.7707,445003.0662,53139.92903,53144.73995,70565.78103,499758.6352,619395.3579,801395.1739,132237.3744,136799.7877,49928.74417,24693.59651,72873.193,743502.839,445545.4683,738807.0951,239162.6214,188526.1665,323251.4823
1.25_118.0872m/z,118.0871803,1,1.253333333,0,0,0,0,0,0,0,0,0,0,0,6449.409209,2684.580406,10527.33036,31974.80221,30372.13022,22411.40539,8492.157951,9884.013759,77350.05768,10603.58718,16204.84524,19002.84719,17173.2651,16623.15396,44054.22937,9274.716104,10357.06357,23598.36592,12640.90176,29695.71979,8304.379486,10204.42096,17587.22723,59139.38929,50921.74019,72578.46389
0.85_328.9500m/z,328.9500073,1,0.853333333,0,0,0,0,0,0,0,0,0,0,0,2385.40332,0,5265.168457,7537.80368,9634.72049,13328.92579,2553.620544,952.2893982,9666.067671,5696.767915,7430.278307,5189.094421,4736.378525,5169.557312,7332.434267,2817.642878,7906.682129,11584.62166,5922.259277,13682.32697,11064.37098,15688.56419,12109.63153,7667.372269,3492.528839,4146.430145
4.19_367.1494m/z,367.1494008,1,4.186666667,0,0,0,0,0,0,0,0,0,0,0,217768.3193,85892.42038,231168.725,1346868.02,1346279.291,775519.3444,14981.55765,19301.40091,41099.75104,203865.0213,364735.3311,477718.4719,110698.3863,97129.08374,37175.66928,112169.4529,148352.7327,108988.9123,48271.36128,37848.53741,614450.9068,391320.6078,916574.0086,549230.3109,588342.1621,908051.1217
2.52_284.0986m/z,284.0986179,1,2.52,0,0,0,0,0,0,0,0,0,0,0,437849.9704,172454.7009,547310.2616,35665.77273,35468.22815,17751.2236,3970.665283,3011.088959,479845.6798,31190.75308,85097.02664,292442.5874,42841.19941,36879.27013,682695.328,114913.4971,163755.1852,22369.17609,14133.4478,183546.3404,103139.2714,9643.630646,1313552.724,62575.16194,32801.41667,164868.2153
1.07_116.0712m/z,116.0712443,1,1.066666667,0,0,0,0,0,0,0,0,0,0,0,6598.512512,4786.565094,12268.08302,171392.4482,172391.7506,109639.6293,10234.97941,11728.00776,24718.20494,218791.7678,197801.4533,255140.1558,16911.38731,17283.88891,24883.90957,260386.6808,282795.3373,41977.18842,43054.94455,33081.13692,357228.5144,267253.0091,367504.2924,34309.52724,32368.48209,41319.55375
0.85_309.9821m/z,309.9821237,1,0.853333333,0,0,0,0,0,0,0,0,0,0,0,10978.2843,5186.110617,6470.201301,11530.91305,14583.14366,5196.032507,9475.587211,2607.289459,9180.50668,18680.55232,12015.14416,11255.86673,13277.16632,6142.062877,15116.90273,19892.57879,12264.76554,4447.860939,4817.740795,766.8154184,16851.24163,14233.29689,5869.808812,14756.12762,16884.16592,1444.231934
0.87_255.9421m/z,255.9421173,1,0.866666667,0,0,0,0,0,0,0,0,0,0,0,7805.559418,4946.92923,3273.354748,14956.57261,16186.31816,38566.14144,5370.900021,3558.685806,16362.9302,9087.37262,18725.39976,9916.514342,10498.23026,6079.01379,20516.13164,14560.5739,19388.34903,27005.3907,16347.60982,75670.75224,15992.40409,16733.31492,6844.169809,13544.60001,14359.63627,10533.33128
0.87_241.9941m/z,241.9940676,1,0.866666667,0,0,482.8296509,0,0,0,0,0,0,0,0,18353.84005,1863.472641,14924.19905,37003.44145,61669.97267,56058.73666,9639.758238,2302.697998,65045.86275,92735.95389,80887.28371,30886.56455,40225.98227,8618.304147,46772.69504,93764.33038,82661.33101,42375.91381,23408.97592,73766.60125,43692.09537,42866.47775,19927.51943,80838.10921,86800.66526,49659.75093
0.87_151.0352m/z,151.0351936,1,0.866666667,0,0,0,0,0,0,0,0,0,0,0,68508.9401,51922.1683,92907.11159,81724.03979,106351.041,81082.7042,59293.47842,49079.63895,104474.4583,127492.4072,132123.2503,105782.0267,85166.39854,53389.91339,88733.68036,157611.7635,121210.7904,68021.49933,70294.11238,45098.5257,81375.68,101217.3128,86701.4951,106481.3572,122583.202,94370.23837
0.87_128.0196m/z,128.0195727,1,0.866666667,0,0,0,0,0,0,0,0,0,0,0,23049.22958,13872.99226,22997.82354,27059.43478,26328.52913,26422.18506,18446.38231,13726.16536,28581.59912,36704.63807,38803.65867,31697.53076,24500.47135,18155.72696,27744.43302,48292.9563,32471.77184,19212.79442,19585.48209,18626.87284,26453.67357,28288.95109,22187.68362,29841.66968,37330.49016,26203.49561
3.56_283.1370m/z,283.1369684,1,3.56,0,0,0,0,0,0,0,0,478.1685638,0,0,235117.3244,133078.6763,380896.4464,14952.53497,39865.39771,5517.367981,976.1072388,1588.145218,27771.85111,349681.3764,618686.4184,811645.9406,1344.809952,1879.87532,41761.33754,153008.5285,209153.4813,5743.171783,2825.867767,33235.09283,586032.7059,404019.8977,1191624.814,92958.77076,70106.29418,169061.1955
8.64_259.1496m/z,259.1495964,1,8.64,0,0,0,0,0,0,0,0,0,0,0,31033.23239,15335.58311,8396.612671,19753.62344,23485.83486,7347.182617,5093.991394,1999.35423,2686.244141,6315.500366,11963.10172,6744.923676,7029.744781,3320.002563,0,6929.944935,13116.29633,8681.134949,4483.664276,3876.910872,41483.98515,33411.67454,39533.67236,23581.87048,18909.20651,8766.869685
4.25_146.0606m/z,146.0606049,1,4.253333333,0,0,0,0,0,0,0,0,0,0,0,9797.905296,3866.030411,10939.38157,132743.0078,30000.18692,11504.8401,21128.78442,22784.2345,42697.63844,2215.553477,4124.822729,6323.416801,78161.9147,55828.67348,102342.0731,13538.5383,14207.63854,7842.690608,0,6097.319061,75156.81319,40558.55957,70528.61371,38638.45795,28943.8468,54103.71708
3.69_310.1329m/z,310.1328567,1,3.693333333,0,0,648.8189087,0,0,0,0,0,0,0,0,3680843.724,166648.9303,421065.3546,1223423.367,1292375.105,597496.64,1351.87326,1810.710236,2854.503967,1318598.665,1542697.793,1786548.218,7338.836517,2484.894257,18244.68467,230790.8683,432654.116,44836.51473,27194.29437,85683.32036,624752.9983,413346.9679,833967.6698,875417.9537,783919.7033,956294.9712
15.15_338.3407m/z,338.340674,1,15.14666667,1514726.065,933490.8088,1700929.532,1985017.091,2569400.418,2073420.82,2426942.557,2412664.297,2366914.91,2482144.399,2513296.683,397273.7046,576532.5745,534092.6632,462264.6685,518923.4823,725262.1774,408608.2289,751150.6535,453473.8721,433510.0979,513090.8992,503460.8074,954587.9285,659739.7577,590476.3945,586979.1779,560070.2178,689429.9588,558259.1592,747251.5852,725028.1757,651528.6723,527560.0746,491730.8177,720073.6797,594197.5844
0.89_291.9467m/z,291.9466971,1,0.893333333,0,0,0,0,0,0,0,0,0,0,0,7739.60077,1702.84082,9056.436918,4725.515926,3044.562988,5262.516209,3087.307608,1062.60811,7071.432611,2923.374453,3185.403828,6861.774847,6264.408396,628.3650513,12300.74709,6231.223938,12439.43278,999.0230248,466.7757008,3239.786987,4939.832306,2752.722834,8239.490768,0,453.6927948,5256.373016
0.88_200.9714m/z,200.9714499,1,0.88,0,0,0,0,0,0,0,0,0,0,0,3784.082754,725.9723206,4543.108845,9735.621674,17562.24288,13800.56927,658.1285706,0,17101.68882,33410.06778,26854.49282,10169.88745,9834.305594,2056.453743,12928.69345,39768.71333,37939.65377,13677.93004,4585.468247,21938.63537,13830.82623,16210.19801,8977.535858,25905.72101,26193.21555,21720.48563
2.25_241.1505m/z,241.1505295,1,2.253333333,0,0,0,0,0,0,0,0,0,0,0,4445.756545,0,15689.39199,6831.248684,13631.49466,2820.281586,107.487384,15377.45815,10814.98621,7288.386078,16034.74511,33566.13422,24724.5481,29507.05102,43002.92756,36680.8102,51275.32544,18833.55118,8857.718857,24679.35883,29258.90383,13562.63284,50791.62674,45117.15104,37567.06763,67411.70342
5.28_331.1316m/z,331.1315764,1,5.28,0,0,0,0,0,0,0,0,0,0,0,27024.15413,10552.70964,42772.52595,100853.1487,85557.3967,38319.26673,15439.31598,1001.491547,2248.072144,13293.12759,20674.89296,43561.62,28579.10725,1441.149536,0,32027.36903,36951.91994,40183.47232,5275.420685,23729.27957,5288.929344,1196.091171,13968.94282,25539.44115,12266.64313,40586.40506
1.83_344.1324m/z,344.1324065,1,1.826666667,0,0,0,0,0,0,0,0,0,0,0,171088.368,93573.69436,378129.5145,160253.8539,404420.4821,225828.0917,17509.81429,19801.08832,191803.1224,191361.6776,694595.9951,1088053.459,0,2482.563934,101133.8375,85330.30195,128777.7059,3191.845673,9802.658508,49788.40154,84688.42934,132415.8266,362405.2137,364338.3158,696377.0008,1158939.375
10.81_277.2106m/z,277.2105519,1,10.81333333,0,0,7199.566243,0,0,0,0,233.430542,0,2869.366302,0,311109.0072,374883.5222,66504.3901,198114.1812,453968.4094,21941.76495,1404584.662,1077697.531,122680.7333,54160.01164,113193.0656,49803.86326,452926.7919,761415.262,723016.4708,258154.9499,77477.33333,466844.2611,400787.5089,233840.2444,268300.5129,143319.4264,113146.2755,481018.3645,358139.537,117998.1352
8.69_291.1919m/z,291.191949,1,8.693333333,0,0,0,0,0,0,0,0,0,0,0,55921.08417,50916.92955,32550.27735,200951.1494,409516.1426,42799.44155,28898.5043,48631.89775,63041.94235,790.5145874,6717.391174,948.8394165,10275.88304,5684.811402,0,11466.76912,23694.64712,116840.0722,119036.6754,93714.57566,59198.63584,17778.00863,34147.83606,67045.13867,56206.30112,49390.20658
1.03_189.1340m/z,189.1340096,1,1.026666667,0,0,0,0,0,0,0,0,0,0,0,1699.900879,4357.862356,5415.504914,594.5499268,1102.269287,764.6852982,0,3174.250931,4547.168148,18625.8993,19766.86731,15899.53678,3863.693665,8774.499529,11056.57135,26599.41278,31692.02603,1103.779465,1616.493301,1021.717315,27104.69304,23758.62785,28794.28407,13233.90807,10312.03493,7957.069946
1.03_435.1383m/z,435.13829,1,1.026666667,0,0,0,0,0,0,0,0,0,0,0,1053.558655,5697.663803,5633.867536,1846.582126,1156.963644,195.7013397,12723.78226,6211.282593,11134.90796,3873.940063,653.7418823,1309.108643,14798.86974,3720.95285,6951.93689,15139.31841,7625.375477,11198.14966,16702.27659,0,2562.901245,1146.772866,3006.004517,24106.71484,35305.2634,4363.599487
1.41_280.1308m/z,280.1307844,1,1.413333333,512.9905243,0,0,531.6608276,363.4741516,0,358.5073853,0,0,431.8409424,0,526491.3099,431338.3307,901996.8262,989042.6144,2057155.684,1425884.437,68753.29649,134186.4878,138115.2954,359026.7679,730834.3703,871560.7679,21751.65509,40853.78537,115176.0109,225134.8024,269355.5476,54581.9876,45891.77325,115639.4177,202901.8819,348978.5881,307169.1239,601866.2451,1205224.843,1543748.439
1.16_144.1026m/z,144.1025746,1,1.16,2978.122574,0,3309.940247,0,0,0,0,0,0,381.4544933,0,90269.38607,78068.12943,100599.0079,97874.69849,88979.94763,83456.03092,42988.1748,35935.61726,43734.07213,64105.82193,48387.67427,67986.68324,54091.97536,62746.3847,90010.34526,147185.1601,149067.7856,246884.4652,209359.1352,389434.2561,110730.1795,83018.63332,92929.92089,74072.59857,35589.73366,62144.71814
1.13_451.1145m/z,451.114456,1,1.133333333,0,0,0,0,0,0,0,0,0,0,0,44374.78265,65307.20521,40950.40841,0,1266.299957,5881.984384,78160.42434,96868.89335,71144.69489,5008.831665,1632.845398,5348.400279,16421.052,26335.54537,21135.70093,19409.46881,24288.38908,10264.08384,31386.39153,700.052002,683.1384583,6122.838699,1753.813843,39547.30734,13671.08191,4578.390639
1.11_271.0677m/z,271.0676603,1,1.106666667,322.8499521,314.747987,863.0391639,0.161073292,309.9470278,0,656.0557603,320.2197381,133.089378,0,56.01498705,251941.9942,169583.3801,284352.2512,76624.35081,93316.39574,145154.9295,93858.6221,94718.62791,144453.3298,282017.3823,361752.7725,499451.0407,100399.8787,86765.66106,182230.3331,175815.9175,206040.1073,54883.18484,35198.86895,89949.00353,426609.3851,490173.6489,738208.3421,118343.1288,97075.53176,163181.0571
6.04_163.0483m/z,163.0483436,1,6.04,0,0,0,0,0,0,0,0,0,0,0,730199.7912,577225.9509,816362.579,12652.53724,13870.26136,375.0521698,4783.599196,6206.70321,3228.013393,930640.57,878809.8601,909081.5827,65982.95295,88766.69834,25426.32102,1296.181183,253.2981415,1360.54335,1355.550369,224.3689724,298111.787,264809.8591,32723.96733,75312.19809,191489.6833,76178.09931
0.95_208.9700m/z,208.9700453,1,0.946666667,0,0,0,0,0,0,0,0,0,0,0,8053.241825,2098.560394,8553.517556,979.9948425,1408.27002,1598.818817,2978.298065,5276.295471,7880.136785,436.171051,0,559.4487762,8005.246979,4883.460541,14505.4292,63596.44668,87584.2533,692.8052063,2902.744867,8934.676046,22024.40909,17438.14023,29180.80133,21379.28454,13727.61386,14214.8008
4.20_349.1378m/z,349.1377995,1,4.2,0,0,0,0,0,0,0,0,0,0,0,42592.56015,25943.63429,70753.73557,552594.3619,583761.3716,346248.1436,30413.72707,56093.35699,35564.11084,65605.88647,104319.0735,146172.2579,2276.704407,800.8775024,2603.849243,31388.52733,38654.84464,2235.28299,0,5070.993805,223654.3525,161414.3583,316249.7173,171461.6294,192132.3034,221403.1032
1.36_438.9853m/z,438.9853443,1,1.36,0,0,0,0,0,0,0,0,0,0,0,2351.023457,50399.77579,145378.1672,7942.896784,235396.3766,577421.104,70232.28785,196645.4343,544979.9982,0,2228.831291,17168.37699,51025.62765,47957.54746,434221.384,70596.30325,164337.7175,43983.23432,4910.25061,466800.603,1501.700656,74623.83204,9897.125629,31608.92702,118662.0473,214266.8045
1.04_118.0861m/z,118.0860875,1,1.04,0,0,0,0,0,0,0,0,0,0,0,2866.857193,3044.072464,1023.00679,49392.13227,50811.61407,34986.10643,1615.824783,4757.819595,1542.402313,0,2332.926484,857.2000275,27967.28467,37962.89254,31162.12528,7834.727127,8185.092118,65249.94963,90421.77826,87968.31074,34904.76107,26705.40428,31902.30153,1587.19265,11205.00197,214.347084
0.95_236.0748m/z,236.0748285,1,0.946666667,0,0,0,0,0,0,0,0,0,0,0,1143.156891,3450.907322,1312.004757,1567.310516,5602.483559,5132.138349,7512.22377,3467.341504,2280.129,0,595.3711548,2645.238605,263136.3024,227110.9896,254109.9806,9026.377558,10306.6118,62259.9492,65630.44428,50606.36198,4783.600983,3753.516113,4846.179927,39844.83334,62512.6451,54561.81911
0.97_157.1067m/z,157.1066761,1,0.973333333,0,0,3019.002127,0,0,0,0,0,0,0,0,17855.31378,13903.70284,24273.8904,8995.029694,8249.398336,9803.01261,759.8445384,323.0267254,8095.491682,94733.88809,90250.85904,110029.9482,14377.69514,15146.43758,40045.76247,15812.03562,19499.31014,660.2363892,255.9187241,2209.739851,105285.0868,84201.701,114293.4734,1805.574359,861.7984314,5614.215554
3.80_250.1413m/z,250.1413184,1,3.8,0,334.3034976,0,0,0,0,0,0,0,0,2.03115792,796316.3033,301728.4284,792946.6585,27649.98097,45964.61004,22047.3215,0,14046.86489,15935.24263,151214.3086,174232.5257,201546.4464,56152.92176,44685.34607,67675.13172,296605.1764,336603.4394,38721.92053,2592.811279,36622.11435,41596.7108,14686.86371,89496.52808,148529.5224,84600.21908,173693.651
1.52_309.0529m/z,309.0528816,1,1.52,0,0,0,0,0,0,0,0,113.2629917,0,0,1142599.432,879155.4374,1550373.898,781967.5192,49032.31158,28368.93527,899029.9668,29749.72154,104596.0711,291855.0441,108083.726,175421.8673,700321.7236,1137.923798,36241.43839,31589.80365,56612.3504,793530.5567,0,8662.310196,288339.7108,7409.918304,50575.13194,539938.7713,193917.8257,296854.8158
1.39_216.1192m/z,216.1192499,1,1.386666667,0,1745.887299,0,0,984.5644836,0,0,0,0,0,692.6912231,75206.90419,56852.56686,90401.48376,175863.6745,297789.1031,218946.8503,2512.603199,5180.943216,9120.051855,36256.54731,96506.77638,149640.1911,9495.820129,3236.274093,9126.889771,110280.1734,138161.5801,5512.775414,1936.400726,19384.89208,59866.70109,80724.42001,48506.08954,57333.76023,85241.70589,111154.8026
5.81_303.0512m/z,303.0511775,1,5.813333333,0,0,0,0,0,0,0,0,0,0,0,103410.3052,80997.60518,88573.9351,11684395.44,13148087.56,5803648.534,34600.29568,0,563.8486023,11542.98097,1238.565002,2281.006793,527250.8195,434180.7082,31460.33331,463870.7967,143840.1557,275341.0686,178952.6059,200054.9117,69851.40668,24549.0405,22847.55431,2275912.987,2918055.363,1991685.698
1.12_253.0789m/z,253.0788933,1,1.12,534.1293631,0,0,0,0,0,0,0,0,0,0,13137.11857,12141.84445,22193.94501,1557.193176,3273.876814,3984.082779,7412.756994,3251.091409,2088.812302,10104.9313,18179.11832,4789.48764,0,3587.391841,31712.0469,8298.863145,12412.37917,2375.904709,476.8939362,1432.729794,15697.97324,21346.27582,14840.09741,2997.919739,3856.399078,1244.919067
8.99_262.1441m/z,262.1441467,1,8.986666667,0,0,0,0,0,0,0,0,0,0,0,7615.698359,6744.126602,8379.08238,6846.650307,4918.828477,22970.30253,6748.133972,8020.354997,3739.894897,7493.876862,17845.42207,8476.317292,8373.189646,10580.94809,7004.241134,0,2192.887146,3372.735382,3901.052032,2782.729187,3327.777008,6090.943054,13821.7877,10983.64837,7496.13031,7059.172393
6.29_317.0716m/z,317.0715573,1,6.293333333,0,0,0,0,0,0,0,0,657.5069885,0,0,118955.3425,81534.17554,152143.433,155098.3785,84774.71438,1100.924255,15576.08302,8739.013757,0,36754.55588,38301.50793,40431.24974,89817.40927,21986.43074,13554.41285,2579.124329,2427.224762,732286.3247,545082.3283,660413.5625,102069.813,15694.18301,23743.69772,253644.1824,181797.9076,139869.2853
1.09_230.0958m/z,230.095816,1,1.093333333,0,0,0,0,0,0,0,0,0,0,0,47202.72537,34214.25832,55450.77773,42651.13557,41274.96229,39829.21568,0,0,6741.434921,10229.28101,22032.79382,25261.66724,7572.224675,8498.472213,5951.719101,19403.67599,24966.67269,13087.66855,27529.49136,30144.18905,8923.362955,13319.9162,12081.5984,34071.49325,34154.93171,34131.50411
9.27_335.2202m/z,335.2201656,1,9.266666667,0,0,656.6614075,0,0,0,0,0,0,0,0,165860.1655,30921.24664,5990.340851,37757.43033,63598.27756,3231.611572,327906.4766,383858.7173,469534.9523,9076.569696,11602.42798,0,22039.96057,20061.24489,668.868042,67024.34894,71065.8408,59095.64268,79986.72675,44994.83194,15612.50204,9830.526117,6661.689026,39676.26432,18220.21817,21920.12279
0.89_301.9549m/z,301.9548958,1,0.893333333,0,0,0,0,0,0,0.881391561,0,0,0,0,3069.926819,0,1298.091644,6226.581512,5654.399689,9984.507657,2303.331009,0,4126.545898,2998.760025,4395.508488,4863.280651,4130.066025,1783.419724,7876.192595,1797.027924,2445.542221,7433.522888,6469.3172,6274.67365,3587.523188,3322.508772,6204.164001,7618.918059,4141.052913,2499.1091
14.27_336.3265m/z,336.3265481,1,14.26666667,1603.592102,696.0595093,2787.631179,8104.871277,9250.60272,10550.86464,10864.34841,9001.454346,6690.700777,13484.25871,13951.90961,0,0,0,0,0,0,0,0,0,0,0,0,1440.810211,0,0,0,0,0,0,0,0,0,0,1264.115936,754.8439941,0
0.89_322.9380m/z,322.9380012,1,0.893333333,0,0,0,0,0,0,0,0,0,0,0,3694.661163,1225.750565,5773.15354,4521.835419,606.1559448,4033.853101,3041.386108,0,1636.51825,0,3060.810148,7640.690811,760.7290039,560.72995,4508.961609,3622.630443,5153.625698,1126.241069,3123.075867,6660.509871,2479.594599,2176.444763,3774.547614,634.2105713,1715.015393,2240.304138
5.84_341.1332m/z,341.1331538,1,5.84,0,0,0,0,0,0,0,0,0,0,0,64205.00769,49673.23297,54290.06038,13627.37654,14588.03714,5311.146977,0,0,29396.37936,25323.96457,33735.97066,68711.47504,89326.95427,91575.114,2780.113068,6588.802032,2157.945862,38900.10446,6303.089722,39639.86526,25803.70982,13858.83667,23172.76074,27598.89463,8234.293091,29824.82571
4.45_229.1437m/z,229.1436829,1,4.453333333,0,0,0,556.3027954,0,0,0,0,0,0,0,25172.49429,5690.09771,42474.74214,36253.33647,56077.8604,31222.77903,0,503.965744,245677.2175,232709.4574,245595.7426,346422.3596,3089.64328,445.0441521,396203.0432,69837.32052,84855.41542,25312.14806,5585.258118,241278.1302,20987.67515,9375.908142,59522.6929,62236.92784,35741.10306,166056.3851
1.67_245.0819m/z,245.0819164,1,1.666666667,0,0,0,0,0,0,0,0,0,0,0,18210.18955,22808.75093,52888.42128,13832.20524,20676.91767,7341.011261,0,4095.835754,75741.19379,4909.871334,53765.16229,102528.4576,0,3185.692108,76817.50244,40081.78455,59582.38199,11193.15894,5640.460968,65856.22333,8658.353101,4709.467682,81344.47728,9398.358538,21645.45885,48207.87035
9.63_333.2044m/z,333.2044492,1,9.626666667,0,0,0,0,0,0,0,0,0,0,0,56273.33845,60504.30045,13144.26438,58533.47058,40986.43402,0,22756.50984,19030.2965,1696395.71,12323.39607,10750.47919,0,29232.58197,16568.52504,3451.458557,56137.43173,24325.82977,163318.2687,80193.72694,68213.37179,32515.8976,12903.26779,11642.52502,106511.9304,48035.68566,31023.62738
10.95_295.2245m/z,295.2244879,1,10.94666667,0,0,0,0,0,473.009613,0,0,0,2780.533028,0,195156.2089,217763.4783,20907.61854,72020.7345,245378.7983,0,394381.8946,387235.1619,59503.29025,6225.920288,48576.70688,14025.1812,206713.9888,409058.8866,385152.8787,143882.5699,33602.72251,212941.2656,220658.1569,104173.6802,147680.954,75959.70942,64048.89069,252938.6877,252321.6187,47815.88132
1.05_524.1538m/z,524.1537976,1,1.053333333,0,0,0,0,0,0,0,0,0,0,0,11804.55191,22453.71957,29856.36258,0,0,572.0332947,48045.54542,14138.85321,51361.09913,906.1700439,9269.855088,2396.503601,18857.55096,9103.887457,21471.39335,22748.93903,17997.32666,91632.68278,26584.16846,50289.83766,14634.0349,36437.43049,14047.07518,19272.06235,2227.59964,7295.709946
10.16_277.2119m/z,277.2119031,1,10.16,0,0,5565.567337,0,420.1332397,617.4004211,0,0,0,7102.099335,0,472985.6265,341692.4188,72371.38977,706985.3228,1116547.529,47584.63957,367859.8724,282331.7265,257112.562,65360.94687,123977.5242,50691.49905,65104.89706,69611.86729,3566.924192,63024.38785,42582.86385,448732.9595,446816.8049,96900.61692,25987.20112,10346.92147,35846.91502,498403.93,390025.8133,281021.8092
