,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),blank-1,blank-3,blank-4,blank-5,R8-1,R8m-1,R8w-1,R15-1,R15m-1,R15w-1,R26-1,R26m-1,R26w-1,R27-1,R27m-1,R27w-1,R36-2-1,R36-2m-1,R36-2w-1,R41m-1,R41w-1,R44-1,R44m-1,R44w-1,R59-1,R59m-1,R59w-1,R72-1,R72m-1,R72w-1
1.04_500.8877m/z,500.8877093739,1,1.0390333333,0,0,0,0,40017.9205513411,23781.9690145535,1868.2621147099,46747.777483618,46067.9369376539,8372.9299672498,27547.92118276,19707.0347058649,51824.7398576482,88021.9729080765,62162.1643049829,0,52847.4924563015,26779.0037732302,28634.0243694502,94806.4160284067,48109.1312884255,5528.8239369193,12098.0901948234,1261.7544303678,35200.1951896268,40497.3005922146,6497.1567543874,60403.4922718655,77641.7740451638,4.7810420221
5.10_593.1834m/z,593.1834220519,1,5.10355,0,0,0,0,1429.6868214625,1743.9658537381,1432.6585481936,115903.864789904,67807.3451686429,51220.2719751296,19691.2959449421,20159.7185384143,5178.3928456014,53466.4721781678,43560.017690399,55629.6836110089,1069.6182595326,0.2973542003,1764.1284953042,2260602.88594386,2427843.01240567,635561.63628066,302168.463076745,505555.194052724,17046.1197123436,23630.9967777146,25902.6845111123,31772.2773451171,7860.9547677513,4634.2409344267
7.77_102.8366m/z,102.8366306295,1,7.7727,681.2631305603,2986.393119812,73.2022754887,2737.9296319723,0,0,0,0,0,0,0,656.4650192261,1275.4600791931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.89_413.0889m/z,413.0889171644,1,8.8931333333,0,0,49.6358951686,0,4133.5645714218,2776.9162253066,4653.8770648863,4182.9583267262,17271.0388793941,28345.9460100305,11206.7103901321,14639.3277234705,20874.995045177,9533.0189508905,31866.2010807317,28523.0313294,7664.3049422497,29127.3622131351,30396.962684983,1040.5579410165,494.7123404574,4271.6409222354,29205.2755114346,22634.0996858772,9086.3483784476,17658.3515457764,0,4459.2534790038,40161.6446878844,31762.0364582226
4.07_381.9875m/z,381.9874881779,1,4.0709666667,151.3969812559,256.5104703692,188.9418675139,0.5340182005,34779.608816366,22038.4431345326,71274.3962220939,21180.675593018,26680.5872439614,12615.6109157754,13984.2724304199,3565.3443474436,10575.3199285996,971.5366995805,20258.8675366148,7128.2109256501,138397.493873622,114395.799118862,171400.348738713,43417.1687231091,27341.6477785833,41543.8711172619,36678.9008950925,47540.7726261367,4979.3591144814,2947.499479899,7641.2799454589,46732.7309369902,31956.7445532914,46823.9965712923
1.05_288.9535m/z,288.9534787557,1,1.0500166667,276.1555171227,0,0,0,12478.9749045161,13578.3490024171,0,36490.3860171171,30553.2533874509,72212.481491089,22076.8517666264,16835.3682344245,58578.4420936354,18591.6999664308,7921.5525270399,12228.6640146724,49973.6421565759,23179.0426812862,57170.7896322956,26775.2115311801,33207.0515385961,85942.9286147448,65167.2259784327,98045.5405748902,18898.543569146,7319.7866278146,4536.0706402681,35406.6572197729,28471.2852513344,18394.9868836945
19.65_112.9964m/z,112.9963614269,1,19.6518333333,69437.7534535007,57866.1674163044,49224.5468415842,47225.2847409313,57973.1843301621,53285.9187770413,52549.9325143062,46109.7792301969,53423.2833401043,51672.521238065,45100.1566745558,53711.5240577781,52900.2188214961,49284.0564736083,43238.0854797693,49915.2440795906,52986.9373814178,45449.0837206368,48092.8815479132,44749.8434927295,47535.6537472103,57625.8252369453,45746.6093598496,42607.0849262925,52241.1060673795,43241.5017126487,46462.9067974726,54695.7678574821,43454.7887431347,50533.6151030119
1.16_128.6157m/z,128.6156629724,1,1.1598833333,47.0804901123,115.9478778773,15.3916219866,154.902625257,2350.6373146235,502.3737333763,4417.1712831699,2508.2975700807,3111.4728194787,6558.5809915602,2535.4066496769,3450.0648913953,2709.229768412,564.2634487962,951.9034948269,1856.693774104,4406.5698428354,2458.7272891435,3881.6439917888,1156.2608973958,5117.062451104,5024.3250717591,727.7100597793,714.5146441953,2961.8118132945,1531.3821750315,2077.327316065,4021.3662087435,1773.0126915815,1152.9040400781
1.80_124.6766m/z,124.6765724762,1,1.7969833333,0,0,0,0,1695.5918579102,520.6715079713,414.7921293817,796.1127376694,805.7087594341,245.9678394927,827.859278248,309.7404708862,282.4447490663,476.0431078938,437.7090377808,261.1152922329,51.7682746216,310.1304398976,0,17.4131863175,517.6462962154,356.3823844917,47.4610328674,58.723265782,52.2407989502,170.7514885991,289.0404231537,40.8621700959,3658.385398397,6351.9596438958
4.55_327.0440m/z,327.0439936463,1,4.5543166667,0,94.9289303031,97.0481328387,26.8644725744,3295.3982688038,1873.640550086,22256.283348089,65414.0510480744,91908.9436358666,56606.197844317,34690.5106780597,45417.6179674534,10485.128258154,4129.5052034705,301.5646128678,4065.6034792309,33635.3441988845,9983.6783101797,19082.8527045788,1228.6278440859,991.298307923,261357.285722765,75612.7239173705,175984.855314573,33164.8939389206,19711.8218574656,15731.8572359381,122825.483493257,93914.5213005099,100083.083606652
5.95_507.1972m/z,507.1971688795,1,5.9493166667,241.3984445669,0,0,0,3088553.29105022,3680567.15002832,3919824.01748279,361622.060035678,462712.898952251,205826.810560238,2585.3044542784,1085.4531987544,1462.5577118633,933.3382242935,839.0455908042,3058.9430166814,53948.5695143495,241.0243188454,6301.7403297732,14897.3936222147,17004.8554059896,79004.655677673,22793.5501126526,49929.6435830957,59802.9150256727,32232.8532760584,50305.1792882469,19225.964266297,45803.3770599135,67666.9523923264
8.29_329.2386m/z,329.2385917224,1,8.2889833333,114336.589687758,27119.722972186,31766.9253145175,37688.809077635,740535.104895076,531643.736810012,571723.898842472,1631010.96607685,1749579.64361231,556562.378318365,291346.194131232,192198.880715982,346031.151690042,360838.354921722,312834.93635904,304301.093125259,592421.638232083,532388.186999382,692857.323139916,382475.426582189,255443.004075098,1361083.94655131,1040124.27596658,1535276.13790267,1139389.40081431,502179.966911673,1472054.74675283,1962195.59006575,1264842.88609448,2069743.19442024
19.76_157.7808m/z,157.7808001253,1,19.7623333333,20418.4920454878,25510.0224686315,26224.4622473062,17281.7991951605,21046.2330447467,18847.1174998412,16588.3227949122,22115.8352379148,18877.7470767807,14119.4309291206,24161.9437159509,13092.4187652301,17980.3909615676,22342.771741154,20069.0509681131,22259.0812471527,17739.4322586062,19280.1447880014,17775.3023762129,22887.7508579202,16870.7067605982,24016.2229578082,13497.0152860129,19728.5820374805,21011.9682766809,16477.1292571266,21225.9348843386,19890.0108637251,19710.0966454732,16733.7493637785
5.85_579.1897m/z,579.1897339267,1,5.8504666667,0,0,0,0,22506.3690543695,24229.3393426446,33552.0393755527,26982.3178653323,22556.199766857,24942.4392829903,602.0649641455,2044.9611191099,3516.337490436,3444.625323356,0,1134.7558342755,4032929.53596962,4155551.82388501,8443969.52602236,174991.183115206,208499.46630008,29619.5462310024,58528.5301707145,15245.2447883931,23949.5009846183,21463.4022194069,50834.1284089287,5495.6795222363,5142.1183012039,6619.1391004026
1.71_125.0530m/z,125.0529855766,1,1.7091,0,0,0,0,3990.7982710725,380.3602345795,229.6764157119,2665.3083190918,402.7012901494,271.4748382568,1181.7896117009,226.6066718155,98.0186271667,815.9106972042,320.9022700931,139.5535121646,651.0366275086,212.8552856445,132.4439486066,335.2911112869,133.4412296953,1593.8154373169,0,5936.8524856568,430.8323113279,234.0052811981,319.969339879,25.9050983645,10416.7643135244,22649.1280673051
3.12_325.0416m/z,325.0416224684,1,3.1152,0,0,9.6386488768,71.7793190236,7606.3090618575,325.1946576848,9091.6540245886,8445.2751074065,5196.7705786493,848.0174873295,389.0403364815,10918.0289339603,65215.979099408,2265.4045713363,3020.8787857788,8619.0216857436,15257.7123018513,2553.46814391,15290.6890769293,2919.8204193115,15194.2782015663,2676.3780919387,802.15466582,8822.5454310054,239.014996562,46.144698866,140.525209466,19441.4620893508,1928.4904550932,13046.5713637421
1.78_124.9516m/z,124.9516003299,1,1.7750166667,0,0,0,0,1932.2259102531,467.8093845714,343.0903718129,1047.1513328553,725.1523070727,349.3534036232,876.8525619507,194.0882553743,112.3408960208,533.0192287848,375.8278840838,158.1413669044,82.4268814359,709.3488319605,61.1444154035,958.6995151311,395.3334733026,503.2233276367,0,1497.0509837564,7.6776203212,115.7463396808,364.5635332169,150.3790283203,4653.2819038027,9314.7795872199
1.23_128.9879m/z,128.9879152594,1,1.2257833333,91.1586532593,397.3199615479,52.7426528931,0,5276.3828201295,1759.8014335174,2682.2503323152,12915.4918186098,8319.0866948321,8394.3352916475,8605.5161390123,4455.8961673056,14708.566472559,1602.7106977128,4018.0719562525,3061.1439934341,8761.4249105922,3187.8774081806,6762.8765945246,2426.4297954963,4342.9443119155,4495.289517223,932.4657542165,5831.5315400945,3875.6388904835,1068.8984835419,3413.3114693293,4354.1754653959,1911.613813629,5393.9022151839
2.17_342.0608m/z,342.0608208571,1,2.1704666667,2471.7445664276,1877.0662344447,879.1398300624,346.6873432152,151631.136529242,123607.778762651,322492.051276502,58653.2008397789,114881.56930667,54456.7348715066,32716.537796355,44462.0373760526,93753.462863177,52596.7455952331,42532.8596733077,35037.2549550832,9877.5675781265,32183.7876436658,52007.2284758616,139215.252064145,94911.272103352,17242.4672466841,13105.4901673581,61843.861407477,72803.7025901481,35169.493015236,40784.0190319009,152393.186375225,145931.790929788,253773.065145516
4.11_380.1032m/z,380.1032388286,1,4.1149,651.5627057925,0,290.9850423386,351.2705250873,37214.4040177421,19211.3051441153,49962.9734204522,67792.0024844262,59696.0657806621,30172.2028531687,2735.9107904694,1590.8347270315,10485.5873364705,16269.5657329124,26942.2231924855,27651.6675081448,27977.3228147713,9436.7079070467,18407.4446622148,160460.444781698,87158.3212163544,110867.632106685,20143.2112399876,64803.9777473794,23636.207256332,6166.6704744436,15921.8342309003,312124.375837093,178404.251897782,185215.88174592
3.98_365.0456m/z,365.0455584218,1,3.9830833333,0,0,513.9793065399,286.3272020749,13479.3886091483,4141.53126342,4358.1354769482,14516.078634985,12340.7098638073,13916.160262434,8023.538578062,2466.250488556,3956.8039400708,1023.2109656108,6706.6302526751,5768.2977923998,11428.5309032627,8380.7023004904,19337.56644548,6390.4868907813,4197.0471345612,384296.945306082,211284.129607379,381723.129360388,6139.403462684,17987.687888643,77708.7789465834,62136.4970422933,80323.9676441817,76316.3599027762
1.76_290.1325m/z,290.1324573727,1,1.7640333333,0,35.3346097179,354.3582323953,232.4223997266,1347597.04525548,486752.343516782,727150.124533808,742284.475307403,399122.700992875,119090.505257007,13192.1463607538,15606.2848684804,3423.6980113906,186757.563196872,216628.407429989,223617.001429505,3676.1665751497,7021.5226183963,411.9194936861,43284.3445397241,36805.6090002597,20449.537460509,14178.8901558543,27563.5577460518,45130.5816668233,16607.4254176647,20515.5315515936,210319.534668165,101872.595233568,118488.585500752
4.98_350.9804m/z,350.9804432241,1,4.9827166667,0,6.8825012291,0,93.2463209313,22642.062446714,8674.3764469872,14358.9985303998,32604.0621380615,18506.3715635306,13354.3707390671,4928.0972360115,8318.5501334916,3735.3330005161,17782.9401070336,7620.0461371206,3000.082412043,11715.8562290198,8154.3679020252,8360.7811841528,2895.7918941672,0,7406.7823178256,4084.3962741273,5987.458416193,9266.3453253108,6180.4110807927,12066.5838757154,55572.1558644058,30058.7162439532,76132.3556098457
18.51_130.9291m/z,130.9291087269,1,18.5145,5921.8479373675,4524.8286905092,8946.7465573739,8106.6152314523,5610.7898093402,2990.4631716313,4571.1569086002,4425.2397252516,5614.3000590168,4743.1397918232,5011.4088110947,5701.6431581922,7089.9993143322,3757.5906409899,4777.2676230526,4078.6486484583,6154.0733549223,5711.7069002814,3887.9355293514,6317.5813521973,4907.9592025272,4608.0849592174,7111.9608243879,4054.9393237262,2673.9838901606,4337.7920375734,6162.068891612,5070.8373736947,4969.3356758357,7691.3128001602
9.35_392.9975m/z,392.9975124906,1,9.3545,0,1038.8158993741,1021.9597261163,0,6648.9662311647,17730.0570014261,14768.9282721072,2460.8657226563,7819.4906440423,13227.9681373616,16558.5850668779,5886.0022677608,23503.6731228888,23565.930883489,7708.0015971883,22850.0421237304,14458.1788645328,12402.676923819,26102.0629888147,2163.2375235373,1512.4456702107,15895.9114255864,16523.154739871,29688.3624457825,16651.9774987786,10992.4599309499,12483.5361548543,23213.9879543503,19206.729016799,15382.5963091052
6.69_499.1538m/z,499.1538328116,1,6.6852333333,713.9483050849,0,0,0,1203.2772283133,2086.877780898,5834.3866569867,2344.4675551538,1265.3694179122,1475.4242428992,2365.8781369343,3271.7919570226,1856.0901141519,32143.5228457372,14078.9572533658,11069.3314125862,832027.670523827,563779.442341227,405864.505688177,1420.3922637286,7325.5283679948,47027.430142705,30218.6779522328,18111.432776223,39469.694934524,18820.2695607834,54432.5490175682,149666.403291078,140731.67398037,2196.8835806094
16.10_135.8946m/z,135.8945576741,1,16.0979333333,151930.20170434,115310.234067401,117650.474032548,105588.186883335,121815.33603702,100619.230526605,97392.2645892632,104600.097659562,95608.5582964969,108858.345769989,115790.270020487,104024.451548337,111329.845844952,116043.615458087,109726.415588045,104987.037417493,177140.547418136,103971.035304135,110487.1647272,106347.995118694,110122.959350017,144518.945074535,113282.442801687,105580.262356327,120449.238286033,105515.379860217,112119.263171392,120132.010964979,94227.8652570752,101115.536699922
19.65_248.9490m/z,248.9490071524,1,19.6518333333,52779.135840335,48074.1863922473,39708.0338249206,44129.0780956861,43321.2274780275,37988.508079529,40735.9216412416,50711.0613495894,34881.8899330392,40008.3692092894,37247.77041575,35145.4956247488,42289.5922664966,50135.4562606812,44181.6318529114,46522.2450489406,57961.4079201049,46972.4817735363,39307.9632688038,37498.2600126266,42306.2664335129,46688.3926792913,34105.2675399783,37070.9476165596,45431.9975824549,36160.1603469841,36817.1147079465,50848.2600516674,40779.3778202563,41230.7845506198
9.31_609.3434m/z,609.3434246907,1,9.31055,0,1951.5649414063,0,15574.8866205832,163992.726257928,118411.716539218,115657.556126831,63154.1713671305,59992.8928858521,208376.027056971,67826.4812272831,123671.112880007,115182.900481749,59390.3832416335,164438.620439533,93801.8582311262,71452.6502205377,141454.95372335,195789.779436303,4921.101317245,6712.2517643715,123619.600114161,162568.790247821,86029.6074488441,75774.0143933329,150149.310777845,173292.376376111,137797.164947697,103612.908456274,153896.965081159
1.25_160.9026m/z,160.9025911454,1,1.24775,148.0411515696,241.551954596,0,0,12451.8221435546,3589.806122719,6572.8146519102,9038.3173654532,745.1772384643,5623.5434702539,3136.5128738094,1822.789489577,558.5505040476,3940.5356266919,3659.8631750703,2816.2721050148,28811.3181343828,475.212135315,8942.6792517201,10683.4582071039,16777.448120946,6116.4416847138,5723.234739436,7273.8329349091,11622.2145717567,7555.4604269628,8712.7537713876,5019.3148971935,1418.7271557432,3528.4593174764
1.30_552.2552m/z,552.2552357843,1,1.3026833333,0,0,0,0,9687.5439161885,11092.5056713045,18916.5407064768,0,2263.7866568801,83.8933220309,5928.4860856872,12724.6791955429,7807.5769791797,2911.5658980983,6510.0838513978,8212.9598788363,4021.6668309571,53957.0119000851,16726.7426789273,12933.0056196115,11051.6457417841,9376.1193985417,16163.5695638924,2927.3805618075,2593.3160435091,6184.1548835283,4193.2850132636,24322.1294618827,53670.5324999521,47170.4603925191
9.31_236.1135m/z,236.113487575,1,9.31055,30300.9538418702,14957.1021533272,11955.762615246,4840.319770813,163844.096164703,117627.381246648,144997.074806835,132715.326011657,93244.5987506338,226288.6530124,138139.92911832,155045.154384462,137248.998031618,134080.403622972,181084.792797278,148451.761527973,118264.334858616,149221.345734753,232921.557992195,83810.0125846157,53218.9507102964,143496.425784189,136425.298782546,118600.848394102,99613.1895873742,148530.851500635,188005.307773128,166875.099612,127985.71022452,144966.930409798
4.69_349.0325m/z,349.0324986946,1,4.6861333333,716.3522734413,940.8756640415,390.9402500676,282.5430741931,36172.1070330874,35021.6910704027,60481.6581641693,72838.1263679232,64894.6952764706,46504.8377349538,14956.0888426821,27922.7902549076,33036.5193617148,52801.3745806166,91893.8077746761,67664.7259817651,22592.964604139,26543.9518172622,25621.3336256823,11077.9119668338,9481.6082915811,1622512.49161101,828147.299646988,1475403.0748065,321006.676711209,161486.414553057,255385.18454933,579893.466602612,411176.229769434,556459.443382559
4.14_329.0840m/z,329.0840165427,1,4.1368833333,336.3090802622,45.8418449811,113.45626694,1100.4246996852,75208.5311475127,15604.2024712278,90898.6935621199,427151.268417319,386065.023272705,260276.957158398,6048.0628391862,368.0191802978,16366.4895371463,28323.6716983758,9822.6530793828,21095.2545971602,342997.868168968,233051.501384914,251988.877637476,193288.788367782,177072.797078586,70855.7530768412,52194.5827760027,67259.030404836,68393.9202795866,32870.9329899225,106416.607088441,243683.97946458,235925.193427315,286389.837897203
17.71_135.8967m/z,135.8966535826,1,17.709,125565.717515458,138018.93948607,86723.8716691613,85043.5878268712,104215.168423892,84168.3636634255,84167.6058790145,93440.1797681496,71136.3491690955,95236.5045399985,99302.5976529682,84703.6427788225,103414.217098209,94905.3766362503,84495.8530774981,76059.8230514864,106478.843879661,92579.7358162285,84559.7718090605,84241.4955873483,135056.553528954,122592.501233106,82046.5412145888,97996.4690204441,102498.960845226,79938.6254493019,87115.0994247209,87138.7166191345,81967.2526346017,88305.9683699648
1.26_377.0597m/z,377.0596997395,1,1.2587333333,2421.0407928131,1786.1756892562,232.7589829128,1115.476989146,134524.303882422,184076.623929214,101883.86485946,66383.1506868971,268527.933118543,33028.8061645875,131633.6889404,128606.649096387,56078.4345805909,332274.591831764,221707.950498916,204673.140481463,20866.6667848376,187773.209767451,89046.0654448795,333224.279206779,220139.018158622,34260.2498663287,31708.3914854012,2474.1119689941,866771.36447582,357785.909727763,526811.852189329,489717.282251436,531393.734144377,268959.217106254
2.03_142.0875m/z,142.0874508965,1,2.0276666667,0,0,0,0,12173.6373064342,890.3425216674,28329.0274298306,14379.5065111241,24624.1716261281,11383.1103966139,3013.6671690112,20426.569100195,35465.439602063,0,6716.8423079729,13111.3516617204,570.2300128155,6731.4720327098,41909.7560199941,46240.4876965224,60368.5682671598,10560.9548757106,2081.872218642,27173.0205948159,432.3947257996,0,435.5558740804,16091.3114963634,15117.359830195,26775.557857861
4.40_201.1023m/z,201.1022818433,1,4.4005166667,0,54.6001873016,0,0,12392.1642702499,388.5840435852,710.2814102173,64308.3304685432,1109.6841798588,2213.3391323321,1339.7818617136,2306.8183259357,823.5436538492,1056.3953126114,1050.407951355,2533.2309068416,5477.0410804183,4049.5636867443,3668.9555451654,229.9643443344,823.5569386324,1029.4447103821,387.8805919489,772.9459466028,4114.4229158564,2991.0049540287,3660.0562422642,3700.0623588312,1508.2650420208,1595.7945716675
6.50_563.2441m/z,563.2441114747,1,6.4985166667,2257.6007304435,0,0,0,978744.427045924,1074145.16414167,1392415.49368313,3560.3902692735,6832.5502503214,5671.7065016753,4122.217115213,45.9787639635,2244.5205351504,6396.8547386098,2160.2735195124,1462.6920350961,4355.9105234539,8843.498300555,17961.3781739127,165523.236024373,220246.146125708,37614.3933392104,97586.7628256555,22259.6882943244,65847.8668176433,18743.1351707493,33488.9429752402,15082.2194756451,65309.9399917248,56552.8212093674
4.99_471.1827m/z,471.1827396105,1,4.9937,0,0,0,0,1247635.91945368,830058.37078788,1169298.45541715,10360.9290962115,6487.7149788599,336.660352456,132.1659834635,1817.253436508,0,12994.6145902728,3580.6856168898,8052.7529318174,10298.1811987101,6912.9023737206,7625.2532867585,559.7993408089,23693.1440882688,32795.4384469027,3260.2199418866,10391.701624495,6088.1962520667,8145.1238832166,17201.9549162668,15300.6950402972,8193.5109865496,5.8974881635
5.75_609.1981m/z,609.1981082963,1,5.7516,0,1128.1573299509,0,0,129195.867103122,75287.9417001431,136082.994453946,5042878.88402225,4633257.52484382,2281872.70385742,13333.2531620421,1236.6968871287,824.0341202794,5182.2761585174,858.8012423349,402.1566237121,241559.016160893,23290.8914251866,10652.4852923788,34367.0545119792,25859.5875924831,223090.944029935,101106.489685983,11255.2221628488,4262.2266950787,600.9396590046,3934.3362956627,250643.3354412,216834.121874691,63124.125267166
1.97_115.0050m/z,115.005026254,1,1.9727333333,0,0,0,0,12719.7221156243,538.6450041596,5435.0851393511,4820.8304012458,436.8143386841,835.0446846556,0,207.390428693,1430.4242251587,1378.7846867062,680.9386099396,1534.5377810736,41.2945044235,63.5151355641,2772.7033959435,1855.5372805539,1919.1735690831,2347.7492246063,728.9508106101,9620.2242360459,878.5151890063,0,2097.3864106829,5374.8454713573,2728.6297225186,6047.578672952
1.46_110.6023m/z,110.6023285245,1,1.4564666667,0,0,0,0,178.8421707153,3457.3645019531,263.8034764127,704.7357484746,1589.8434801556,3291.3735656739,318.647644043,129.7409510295,480.9372924309,171.5817365379,907.3412564949,420.0489185873,670.5197943331,1043.1233139038,883.1318594173,0,154.8283487583,22.7082136894,585.7917577605,609.3190545777,242.9314741398,0,312.8200489108,161.1899954946,1782.6515197754,755.3652185772
9.55_309.2009m/z,309.2008584896,1,9.5522333333,20206.6969876511,2683.4844551087,7517.6665850497,6705.7628789049,130922.51927429,129163.379150572,94091.0848822793,186205.117460891,327955.499239827,74505.5738398845,114394.609127011,124028.120741237,964206.413616491,42682.8972798073,60962.2413392498,49703.6557500006,65895.2327818199,97068.2544579242,107977.474810308,93060.0645654765,61248.1846848306,224504.641840084,147818.143515468,155444.103658346,118855.21921507,67709.0825170897,133516.441704737,126492.081894866,86753.8293804412,118849.069832087
